Request Rate,Inferences/Second,Client Send,Network+Server Send/Recv,Server Queue,Server Compute Input,Server Compute Infer,Server Compute Output,Client Recv,p50 latency,p90 latency,p95 latency,p99 latency
486,269.953,1184,3561,2708667,707,11993,22,0,2733473,3896124,4045292,4180196
